id, name,calories,protein, fat,carbs,vit_a,vit_d,vit_e,vit_b1,vit_b2,vit_c,salt
0784,ほうれんそう　葉　通年平均　油いため,91.00,3.80,8.10,4.40,630.00,0.00,4.80,0.08,0.16,21.00,0.00
0785,ほうれんそう　葉　夏採り　生,18.00,2.20,0.40,3.10,350.00,0.00,2.10,0.11,0.20,20.00,0.00
0786,ほうれんそう　葉　夏採り　ゆで,23.00,2.60,0.50,4.00,450.00,0.00,2.60,0.05,0.11,10.00,0.00
0787,ほうれんそう　葉　冬採り　生,18.00,2.20,0.40,3.10,350.00,0.00,2.10,0.11,0.20,60.00,0.00
0788,ほうれんそう　葉　冬採り　ゆで,23.00,2.60,0.50,4.00,450.00,0.00,2.60,0.05,0.11,30.00,0.00
0789,ほうれんそう　葉　冷凍,22.00,2.90,0.30,3.40,390.00,0.00,2.00,0.06,0.13,19.00,0.30
0790,ほうれんそう　葉　冷凍　ゆで,26.00,3.70,0.50,3.80,590.00,0.00,3.10,0.00,0.06,5.00,0.10
0791,ほうれんそう　葉　冷凍　油いため,67.00,4.00,4.50,5.40,600.00,0.00,4.60,0.00,0.18,16.00,0.40
0792,ホースラディシュ　根茎　生,69.00,3.10,0.30,17.70,1.00,0.00,0.00,0.10,0.10,73.00,0.00
0793,まこも　茎　生,19.00,1.30,0.20,4.40,1.00,0.00,0.00,0.04,0.03,6.00,0.00
0794,みずかけな　葉　生,25.00,2.90,0.10,4.70,190.00,0.00,0.90,0.11,0.23,88.00,0.00
0795,みずかけな　塩漬,34.00,4.90,0.00,5.70,240.00,0.00,1.30,0.12,0.34,70.00,2.50
0796,みずな　葉　生,23.00,2.20,0.10,4.80,110.00,0.00,1.80,0.08,0.15,55.00,0.10
0797,みずな　葉　ゆで,21.00,2.00,0.10,4.70,140.00,0.00,1.30,0.04,0.08,19.00,0.10
0798,みずな　塩漬,26.00,2.00,0.10,5.90,92.00,0.00,1.10,0.07,0.15,47.00,2.30
0799,（みつば類）　切りみつば　葉　生,16.00,1.00,0.10,4.00,61.00,0.00,0.70,0.03,0.09,8.00,0.00
0800,（みつば類）　切りみつば　葉　ゆで,12.00,0.90,0.10,3.30,65.00,0.00,0.90,0.02,0.04,1.00,0.00
0801,（みつば類）　根みつば　葉　生,19.00,1.90,0.10,4.10,140.00,0.00,1.10,0.05,0.13,22.00,0.00
0802,（みつば類）　根みつば　葉　ゆで,19.00,2.30,0.10,3.90,170.00,0.00,1.40,0.03,0.05,12.00,0.00
0803,（みつば類）　糸みつば　葉　生,12.00,0.90,0.10,2.90,270.00,0.00,0.90,0.04,0.14,13.00,0.00
0804,（みつば類）　糸みつば　葉　ゆで,14.00,1.10,0.00,4.00,340.00,0.00,1.30,0.02,0.08,4.00,0.00
0805,みぶな　葉　生,14.00,1.10,0.30,2.90,150.00,0.00,0.90,0.04,0.07,38.00,0.10
0806,（みょうが類）　みょうが　花穂　生,11.00,0.90,0.10,2.60,3.00,0.00,0.10,0.05,0.05,2.00,0.00
0807,（みょうが類）　みょうがたけ　茎葉　生,6.00,0.40,0.10,1.50,1.00,0.00,0.10,0.02,0.02,1.00,0.00
0808,むかご　肉芽　生,87.00,2.90,0.20,20.60,2.00,0.00,0.40,0.11,0.02,9.00,0.00
0809,めキャベツ　結球葉　生,52.00,5.70,0.10,9.90,59.00,0.00,0.60,0.19,0.23,160.00,0.00
0810,めキャベツ　結球葉　ゆで,51.00,5.30,0.10,9.80,57.00,0.00,0.50,0.13,0.16,110.00,0.00
0811,めたで　芽ばえ　生,39.00,3.00,0.50,8.80,410.00,0.00,4.80,0.15,0.21,67.00,0.00
0812,（もやし類）　アルファルファもやし　生,11.00,1.60,0.10,2.00,5.00,0.00,1.90,0.07,0.09,5.00,0.00
0813,（もやし類）　だいずもやし　生,29.00,3.60,1.40,2.50,2.00,0.00,0.30,0.08,0.06,4.00,0.00
0814,（もやし類）　だいずもやし　ゆで,27.00,2.90,1.60,2.20,0.00,0.00,0.60,0.04,0.04,1.00,0.00
081401,（もやし類）　だいずもやし　油いため,62.00,3.80,4.50,4.10,3.00,0.00,0.50,0.09,0.07,2.00,0.00
0815,（もやし類）　ブラックマッペもやし　生,17.00,2.20,0.00,2.80,0.00,0.00,0.00,0.04,0.06,10.00,0.00
0816,（もやし類）　ブラックマッペもやし　ゆで,13.00,1.30,0.00,2.70,0.00,0.00,0.10,0.02,0.02,2.00,0.00
0817,（もやし類）　ブラックマッペもやし　油いため,41.00,2.30,0.90,5.80,0.00,0.00,1.10,0.04,0.06,7.00,0.00
0818,（もやし類）　りょくとうもやし　生,15.00,1.80,0.10,2.40,0.00,0.00,0.10,0.04,0.05,7.00,0.00
0819,（もやし類）　りょくとうもやし　ゆで,12.00,1.60,0.00,2.30,0.00,0.00,0.10,0.03,0.04,2.00,0.00
081901,（もやし類）　りょくとうもやし　油いため,40.00,2.00,2.80,4.00,0.00,0.00,1.00,0.05,0.05,6.00,0.00
0820,モロヘイヤ　茎葉　生,36.00,4.80,0.50,6.30,840.00,0.00,6.50,0.18,0.42,65.00,0.00
0821,モロヘイヤ　茎葉　ゆで,24.00,3.00,0.40,4.00,550.00,0.00,3.40,0.06,0.13,11.00,0.00
0822,やぶまめ　生,219.00,15.50,6.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0823,やまごぼう　みそ漬,66.00,4.10,0.10,15.60,0.00,0.00,0.60,0.02,0.10,0.00,7.10
0824,ゆりね　りん茎　生,119.00,3.80,0.10,28.30,0.00,0.00,0.50,0.08,0.07,9.00,0.00
0825,ゆりね　りん茎　ゆで,117.00,3.40,0.10,28.70,0.00,0.00,0.50,0.07,0.07,8.00,0.00
0826,ようさい　茎葉　生,17.00,2.20,0.10,3.10,360.00,0.00,2.20,0.10,0.20,19.00,0.10
0827,ようさい　茎葉　ゆで,18.00,2.20,0.10,4.10,320.00,0.00,0.60,0.06,0.10,6.00,0.00
0828,よめな　葉　生,40.00,3.40,0.20,10.00,560.00,0.00,4.10,0.23,0.32,42.00,0.00
0829,よもぎ　葉　生,43.00,5.20,0.30,8.70,440.00,0.00,3.20,0.19,0.34,35.00,0.00
0830,よもぎ　葉　ゆで,37.00,4.80,0.10,8.20,500.00,0.00,3.40,0.08,0.09,2.00,0.00
0831,らっかせい　未熟豆　生,306.00,12.00,24.20,12.40,0.00,0.00,7.20,0.54,0.09,20.00,0.00
0832,らっかせい　未熟豆　ゆで,298.00,11.90,23.50,12.30,0.00,0.00,6.80,0.30,0.13,19.00,0.00
0833,（らっきょう類）　らっきょう　りん茎　生,83.00,1.40,0.20,29.30,0.00,0.00,0.80,0.07,0.05,23.00,0.00
0834,（らっきょう類）　らっきょう　甘酢漬,117.00,0.40,0.30,29.40,0.00,0.00,0.20,0.00,0.00,0.00,1.90
0835,（らっきょう類）　エシャレット　りん茎　生,59.00,2.30,0.20,17.80,2.00,0.00,0.40,0.03,0.05,21.00,0.00
0836,リーキ　りん茎葉　生,30.00,1.60,0.10,6.90,4.00,0.00,0.30,0.06,0.08,11.00,0.00
0837,リーキ　りん茎葉　ゆで,28.00,1.30,0.10,6.80,3.00,0.00,0.30,0.05,0.07,9.00,0.00
0838,ルッコラ　葉　生,17.00,1.90,0.40,3.10,300.00,0.00,1.40,0.06,0.17,66.00,0.00
0839,ルバーブ　葉柄　生,23.00,0.70,0.10,6.00,3.00,0.00,0.20,0.04,0.05,5.00,0.00
0840,ルバーブ　葉柄　ゆで,14.00,0.50,0.10,4.60,4.00,0.00,0.20,0.01,0.03,4.00,0.00
0841,（レタス類）　レタス　土耕栽培　結球葉　生,11.00,0.60,0.10,2.80,20.00,0.00,0.30,0.05,0.03,5.00,0.00
0842,（レタス類）　レタス　水耕栽培　結球葉　生,13.00,0.80,0.20,2.90,59.00,0.00,0.30,0.03,0.03,5.00,0.00
0843,（レタス類）　サラダな　葉　生,10.00,1.00,0.20,2.70,180.00,0.00,1.40,0.06,0.13,14.00,0.00
0844,（レタス類）　リーフレタス　葉　生,16.00,1.40,0.10,3.30,200.00,0.00,1.30,0.10,0.10,21.00,0.00
0845,（レタス類）　サニーレタス　葉　生,15.00,1.20,0.20,3.20,170.00,0.00,1.20,0.10,0.10,17.00,0.00
0846,（レタス類）　サンチュ　葉　生,14.00,1.20,0.40,2.50,320.00,0.00,0.70,0.06,0.10,13.00,0.00
0847,（レタス類）　コスレタス　葉　生,16.00,1.20,0.20,3.40,43.00,0.00,0.70,0.06,0.06,8.00,0.00
0848,れんこん　根茎　生,66.00,1.90,0.10,15.50,0.00,0.00,0.60,0.10,0.01,48.00,0.10
0849,れんこん　根茎　ゆで,66.00,1.30,0.10,16.10,0.00,0.00,0.60,0.06,0.00,18.00,0.00
0850,れんこん　甘酢れんこん,66.00,0.60,0.20,16.50,0.00,0.00,0.80,0.00,0.00,7.00,1.40
0851,わけぎ　葉　生,30.00,1.60,0.00,7.40,220.00,0.00,1.40,0.06,0.10,37.00,0.00
0852,わけぎ　葉　ゆで,29.00,1.90,0.00,6.90,150.00,0.00,1.50,0.05,0.08,21.00,0.00
0853,わさび　根茎　生,89.00,5.60,0.20,18.40,1.00,0.00,1.40,0.06,0.15,75.00,0.10
0854,わさび　わさび漬,140.00,7.10,0.50,28.00,2.00,0.00,0.10,0.08,0.17,1.00,2.50
0855,わらび　生わらび　生,19.00,2.40,0.10,4.00,18.00,0.00,1.60,0.02,1.09,11.00,0.00
0856,わらび　生わらび　ゆで,13.00,1.50,0.10,3.00,13.00,0.00,1.30,0.00,0.05,0.00,0.00
0857,わらび　干しわらび　乾,216.00,20.00,0.70,61.40,110.00,0.00,4.60,0.12,0.46,0.00,0.00
0858,（その他）　ミックスベジタブル　冷凍,67.00,3.00,0.70,15.10,320.00,0.00,0.30,0.14,0.07,9.00,0.10
0859,（その他）　ミックスベジタブル　冷凍　ゆで,65.00,3.10,0.80,14.60,350.00,0.00,0.30,0.12,0.05,5.00,0.00
0860,（その他）　ミックスベジタブル　冷凍　油いため,108.00,3.30,4.90,15.70,360.00,0.00,1.00,0.14,0.07,6.00,0.10
0861,（その他）　野菜ミックスジュース　通常タイプ,21.00,0.80,0.10,4.70,77.00,0.00,1.00,0.03,0.02,2.00,0.00
0862,（その他）　野菜ミックスジュース　濃縮タイプ,36.00,1.00,0.30,7.80,400.00,0.00,1.20,0.05,0.04,37.00,0.10
0863,あけび　果肉　生,89.00,0.50,0.10,22.00,0.00,0.00,0.20,0.07,0.03,65.00,0.00
0864,あけび　果皮　生,32.00,0.30,0.30,8.60,0.00,0.00,0.60,0.03,0.06,9.00,0.00
0865,アサイー　冷凍　無糖,62.00,0.90,5.30,5.00,34.00,0.00,3.70,0.03,0.06,1.00,0.00
0866,アセロラ　酸味種　生,36.00,0.70,0.10,9.00,31.00,0.00,0.70,0.03,0.04,"1,700.00",0.00
0867,アセロラ　甘味種　生,36.00,0.70,0.10,9.00,31.00,0.00,0.70,0.03,0.04,800.00,0.00
0868,アセロラ　果実飲料　10%果汁入り飲料,42.00,0.10,0.00,10.50,3.00,0.00,0.10,0.00,0.00,120.00,0.00
0869,アテモヤ　生,81.00,1.80,0.40,19.40,0.00,0.00,0.20,0.08,0.12,14.00,0.00
0870,アボカド　生,176.00,2.10,17.50,7.90,7.00,0.00,3.30,0.09,0.20,12.00,0.00
0871,あんず　生,37.00,1.00,0.30,8.50,120.00,0.00,1.70,0.02,0.02,3.00,0.00
0872,あんず　乾,296.00,9.20,0.40,70.40,410.00,0.00,1.40,0.00,0.03,0.00,0.00
0873,あんず　缶詰,79.00,0.50,0.40,18.90,46.00,0.00,0.90,0.01,0.01,0.00,0.00
0874,あんず　ジャム　高糖度,252.00,0.30,0.10,64.90,39.00,0.00,0.40,0.01,0.00,0.00,0.00
0875,あんず　ジャム　低糖度,202.00,0.40,0.10,50.50,58.00,0.00,0.50,0.01,0.01,0.00,0.00
0876,いちご　生,31.00,0.90,0.10,8.50,1.00,0.00,0.40,0.03,0.02,62.00,0.00
0877,いちご　ジャム　高糖度,250.00,0.40,0.10,63.30,0.00,0.00,0.10,0.01,0.01,9.00,0.00
0878,いちご　ジャム　低糖度,194.00,0.50,0.10,48.40,0.00,0.00,0.20,0.01,0.01,10.00,0.00
0879,いちご　乾,329.00,0.50,0.20,82.80,2.00,0.00,0.70,0.00,0.00,0.00,0.70
0880,いちじく　生,57.00,0.60,0.10,14.30,1.00,0.00,0.40,0.03,0.03,2.00,0.00
0881,いちじく　乾,272.00,3.00,1.10,75.30,4.00,0.00,0.60,0.10,0.06,0.00,0.20
0882,いちじく　缶詰,78.00,0.50,0.10,19.40,0.00,0.00,0.20,0.02,0.02,0.00,0.00
0883,うめ　生,33.00,0.70,0.50,7.90,20.00,0.00,3.30,0.03,0.05,6.00,0.00
0884,うめ　梅漬　塩漬,27.00,0.70,0.40,6.70,1.00,0.00,1.40,0.02,0.04,0.00,19.30
0885,うめ　梅漬　調味漬,45.00,1.50,0.50,10.50,2.00,0.00,0.20,0.03,0.03,0.00,6.90
0886,うめ　梅干し　塩漬,29.00,0.90,0.70,8.60,1.00,0.00,0.20,0.02,0.01,0.00,18.20
0887,うめ　梅干し　調味漬,90.00,1.50,0.60,21.10,0.00,0.00,0.20,0.01,0.01,0.00,7.60
0888,うめ　梅びしお,196.00,0.70,0.50,48.10,0.00,0.00,0.10,0.03,0.03,0.00,7.90
0889,うめ　果実飲料　20%果汁入り飲料,49.00,0.00,0.00,12.30,0.00,0.00,0.10,0.00,0.00,0.00,0.10
0890,オリーブ　塩漬　グリーンオリーブ,148.00,1.00,15.00,4.50,38.00,0.00,5.50,0.01,0.02,12.00,3.60
0891,オリーブ　塩漬　ブラックオリーブ,121.00,0.80,12.30,3.40,0.00,0.00,4.60,0.05,0.06,0.00,1.60
0892,オリーブ　塩漬　スタッフドオリーブ,141.00,0.80,14.30,4.20,44.00,0.00,5.30,0.01,0.01,11.00,5.10
0893,かき　甘がき　生,63.00,0.40,0.20,15.90,35.00,0.00,0.10,0.03,0.02,70.00,0.00
0894,かき　渋抜きがき　生,59.00,0.50,0.10,16.90,25.00,0.00,0.20,0.02,0.02,55.00,0.00
0895,かき　干しがき,274.00,1.50,1.70,71.30,120.00,0.00,0.40,0.02,0.00,2.00,0.00
0896,かりん　生,58.00,0.40,0.10,18.30,11.00,0.00,0.60,0.01,0.03,25.00,0.00
0897,（かんきつ類）　いよかん　砂じょう　生,50.00,0.90,0.10,11.80,13.00,0.00,0.10,0.06,0.03,35.00,0.00
0898,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,49.00,0.50,0.10,11.90,87.00,0.00,0.40,0.07,0.04,35.00,0.00
0899,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,49.00,0.70,0.10,12.00,84.00,0.00,0.40,0.10,0.03,32.00,0.00
0900,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,47.00,0.50,0.10,11.30,92.00,0.00,0.40,0.07,0.03,35.00,0.00
0901,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,49.00,0.70,0.10,11.50,92.00,0.00,0.40,0.09,0.03,33.00,0.00
0902,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,45.00,0.50,0.10,10.60,35.00,0.00,0.20,0.06,0.01,29.00,0.00
0903,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,42.00,0.50,0.10,9.90,51.00,0.00,0.20,0.06,0.04,30.00,0.00
0904,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,53.00,0.20,0.00,13.00,18.00,0.00,0.10,0.02,0.01,12.00,0.00
0905,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,59.00,0.20,0.00,14.70,23.00,0.00,0.10,0.03,0.01,18.00,0.00
0906,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,50.00,0.10,0.00,12.40,10.00,0.00,0.10,0.01,0.01,7.00,0.00
0907,（かんきつ類）　うんしゅうみかん　缶詰　果肉,63.00,0.50,0.10,15.30,34.00,0.00,0.50,0.05,0.02,15.00,0.00
0908,（かんきつ類）　うんしゅうみかん　缶詰　液汁,63.00,0.30,0.10,15.30,0.00,0.00,0.00,0.04,0.02,15.00,0.00
0909,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,48.00,0.90,0.10,11.80,11.00,0.00,0.30,0.07,0.04,60.00,0.00
0910,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,42.00,1.00,0.10,9.80,10.00,0.00,0.30,0.10,0.03,40.00,0.00
0911,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,45.00,0.80,0.00,11.00,3.00,0.00,0.20,0.07,0.01,22.00,0.00
0912,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,46.00,0.70,0.10,10.70,4.00,0.00,0.30,0.07,0.02,42.00,0.00
0913,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,46.00,0.40,0.20,10.80,1.00,0.00,0.10,0.04,0.01,16.00,0.00
0914,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,41.00,0.20,0.00,10.00,0.00,0.00,0.10,0.02,0.01,10.00,0.00
0915,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,233.00,0.20,0.10,63.20,2.00,0.00,0.30,0.01,0.00,5.00,0.00
0916,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,190.00,0.30,0.10,47.70,5.00,0.00,0.40,0.01,0.00,4.00,0.00
0917,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,43.00,1.00,0.10,9.80,10.00,0.00,0.30,0.10,0.03,60.00,0.00
0918,（かんきつ類）　オロブランコ　砂じょう　生,43.00,0.80,0.10,10.10,0.00,0.00,0.30,0.09,0.02,38.00,0.00
0919,（かんきつ類）　かぼす　果汁　生,36.00,0.40,0.10,8.50,1.00,0.00,0.10,0.02,0.02,42.00,0.00
0920,（かんきつ類）　かわちばんかん　砂じょう　生,38.00,0.70,0.20,8.80,4.00,0.00,0.20,0.06,0.02,36.00,0.00
0921,（かんきつ類）　きよみ　砂じょう　生,45.00,0.80,0.20,10.30,45.00,0.00,0.30,0.10,0.02,42.00,0.00
0922,（かんきつ類）　きんかん　全果　生,67.00,0.50,0.70,17.50,11.00,0.00,2.60,0.10,0.06,49.00,0.00
0923,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,40.00,0.90,0.10,9.60,0.00,0.00,0.30,0.07,0.03,36.00,0.00
0924,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,40.00,0.90,0.10,9.60,34.00,0.00,0.30,0.07,0.03,36.00,0.00
0925,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,44.00,0.60,0.10,10.30,0.00,0.00,0.20,0.04,0.01,38.00,0.00
0926,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,38.00,0.70,0.10,8.80,10.00,0.00,0.20,0.06,0.02,53.00,0.00
0927,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,45.00,0.30,0.00,11.10,0.00,0.00,0.10,0.02,0.00,19.00,0.00
0928,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,39.00,0.10,0.00,9.70,0.00,0.00,0.20,0.00,0.00,8.00,0.00
0929,（かんきつ類）　グレープフルーツ　缶詰,60.00,0.50,0.00,17.10,0.00,0.00,0.10,0.03,0.00,26.00,0.00
0930,（かんきつ類）　さんぼうかん　砂じょう　生,47.00,0.70,0.30,10.90,4.00,0.00,0.20,0.07,0.03,39.00,0.00
0931,（かんきつ類）　シークヮーサー　果汁　生,35.00,0.80,0.10,7.90,7.00,0.00,0.50,0.08,0.03,11.00,0.00
0932,（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,48.00,0.10,0.00,11.80,1.00,0.00,0.10,0.00,0.00,2.00,0.00
0933,（かんきつ類）　しらぬひ　砂じょう　生,56.00,0.80,0.20,12.90,30.00,0.00,0.30,0.09,0.03,48.00,0.00
0934,（かんきつ類）　すだち　果皮　生,55.00,1.80,0.30,16.40,44.00,0.00,5.20,0.04,0.09,110.00,0.00
0935,（かんきつ類）　すだち　果汁　生,29.00,0.50,0.10,6.60,0.00,0.00,0.30,0.03,0.02,40.00,0.00
0936,（かんきつ類）　せとか　砂じょう　生,50.00,0.80,0.20,11.70,77.00,0.00,0.40,0.08,0.03,57.00,0.00
0937,（かんきつ類）　セミノール　砂じょう　生,53.00,1.10,0.10,12.40,89.00,0.00,0.30,0.01,0.04,41.00,0.00
0938,（かんきつ類）　だいだい　果汁　生,35.00,0.30,0.20,8.00,2.00,0.00,0.10,0.03,0.02,35.00,0.00
0939,（かんきつ類）　なつみかん　砂じょう　生,42.00,0.90,0.10,10.00,7.00,0.00,0.30,0.08,0.03,38.00,0.00
0940,（かんきつ類）　なつみかん　缶詰,80.00,0.50,0.10,19.40,1.00,0.00,0.20,0.04,0.00,14.00,0.00
0941,（かんきつ類）　はっさく　砂じょう　生,47.00,0.80,0.10,11.50,9.00,0.00,0.30,0.06,0.03,40.00,0.00
0942,（かんきつ類）　はるみ　砂じょう　生,52.00,0.90,0.20,12.10,57.00,0.00,0.30,0.11,0.02,40.00,0.00
0943,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,46.00,0.60,0.10,11.70,1.00,0.00,0.30,0.05,0.03,26.00,0.00
0944,（かんきつ類）　ひゅうがなつ　砂じょう　生,35.00,0.60,0.10,8.30,1.00,0.00,0.10,0.06,0.03,21.00,0.00
0945,（かんきつ類）　ぶんたん　砂じょう　生,41.00,0.70,0.10,9.80,1.00,0.00,0.50,0.03,0.04,45.00,0.00
0946,（かんきつ類）　ぶんたん　ざぼん漬,338.00,0.20,0.10,85.50,0.00,0.00,0.10,0.00,0.02,0.00,0.00
0947,（かんきつ類）　ぽんかん　砂じょう　生,42.00,0.90,0.10,9.90,52.00,0.00,0.20,0.08,0.04,40.00,0.00
0948,（かんきつ類）　ゆず　果皮　生,50.00,1.20,0.50,14.20,20.00,0.00,3.40,0.07,0.10,160.00,0.00
0949,（かんきつ類）　ゆず　果汁　生,30.00,0.50,0.10,7.00,1.00,0.00,0.20,0.05,0.02,40.00,0.00
0950,（かんきつ類）　ライム　果汁　生,39.00,0.40,0.10,9.30,0.00,0.00,0.20,0.03,0.02,33.00,0.00
0951,（かんきつ類）　レモン　全果　生,43.00,0.90,0.70,12.50,2.00,0.00,1.60,0.07,0.07,100.00,0.00
0952,（かんきつ類）　レモン　果汁　生,24.00,0.40,0.20,8.60,1.00,0.00,0.10,0.04,0.02,50.00,0.00
0953,キウイフルーツ　緑肉種　生,51.00,1.00,0.20,13.40,4.00,0.00,1.30,0.01,0.02,71.00,0.00
0954,キウイフルーツ　黄肉種　生,63.00,1.10,0.20,14.90,3.00,0.00,2.50,0.02,0.02,140.00,0.00
0955,きはだ　実　乾,378.00,7.30,9.80,65.10,5.00,0.00,1.30,0.17,0.18,0.00,0.00
0956,キワノ　生,41.00,1.50,0.90,8.00,3.00,0.00,0.70,0.03,0.01,2.00,0.00
0957,グァバ　赤肉種　生,33.00,0.60,0.10,9.90,50.00,0.00,0.30,0.03,0.04,220.00,0.00
0958,グァバ　白肉種　生,33.00,0.60,0.10,9.90,0.00,0.00,0.30,0.03,0.04,220.00,0.00
0959,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,49.00,0.10,0.10,12.30,2.00,0.00,0.10,0.00,0.01,19.00,0.00
0960,グァバ　果実飲料　10%果汁入り飲料,50.00,0.10,0.10,12.30,1.00,0.00,0.00,0.00,0.00,9.00,0.00
0961,くこ　実　乾,387.00,12.30,4.10,75.30,250.00,0.00,5.70,0.28,0.40,9.00,1.30
0962,ぐみ　生,72.00,1.30,0.20,17.20,32.00,0.00,2.20,0.01,0.04,5.00,0.00
0963,ココナッツ　ココナッツウォーター,22.00,0.20,0.10,5.00,0.00,0.00,0.00,0.01,0.01,2.00,0.00
0964,ココナッツ　ココナッツミルク,157.00,1.90,16.00,2.80,0.00,0.00,0.00,0.01,0.00,0.00,0.00
0965,ココナッツ　ナタデココ,80.00,0.00,0.00,20.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0966,さくらんぼ　国産　生,64.00,1.00,0.20,15.20,8.00,0.00,0.50,0.03,0.03,10.00,0.00
0967,さくらんぼ　米国産　生,64.00,1.20,0.10,17.10,2.00,0.00,0.50,0.03,0.03,9.00,0.00
0968,さくらんぼ　米国産　缶詰,70.00,0.60,0.10,17.60,3.00,0.00,0.50,0.01,0.01,7.00,0.00
0969,ざくろ　生,63.00,0.20,0.00,15.50,0.00,0.00,0.10,0.01,0.01,10.00,0.00
0970,すいか　赤肉種　生,41.00,0.60,0.10,9.50,69.00,0.00,0.10,0.03,0.02,10.00,0.00
0971,すいか　黄肉種　生,41.00,0.60,0.10,9.50,1.00,0.00,0.10,0.03,0.02,10.00,0.00
097101,（すぐり類）　赤すぐり　冷凍,43.00,0.80,0.30,12.20,1.00,0.00,1.00,0.03,0.01,33.00,0.00
0972,（すぐり類）　カシス　冷凍,62.00,1.60,1.60,13.40,9.00,0.00,2.10,0.03,0.03,0.00,0.00
0973,（すぐり類）　グーズベリー　生,51.00,1.00,0.10,13.20,10.00,0.00,1.00,0.02,0.02,22.00,0.00
0974,スターフルーツ　生,30.00,0.70,0.10,7.50,6.00,0.00,0.20,0.03,0.02,12.00,0.00
0975,（すもも類）　にほんすもも　生,46.00,0.60,1.00,9.40,7.00,0.00,0.60,0.02,0.02,4.00,0.00
